label,text
ham,Sent me de webadres for geting salary slip
ham,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night
ham,"I keep seeing weird shit and bein all \woah\"" then realising it's actually reasonable and I'm all \""oh\"""""
ham,Does not operate after  &lt;#&gt;  or what
ham,Okay same with me. Well thanks for the clarification
ham,Got it. Seventeen pounds for seven hundred ml ‰ÛÒ hope ok.
ham,There the size of elephant tablets & u shove um up ur ass!!
ham,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
spam,Thanks for your subscription to Ringtone UK your mobile will be charged å£5/month Please confirm by replying YES or NO. If you reply NO you will not be charged
spam,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr"
ham,Ok leave no need to ask
ham,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only
ham,"Haha get used to driving to usf man, I know a lot of stoners"
ham,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.
ham,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about \the cave\"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing."""
ham,Dear where you will be when i reach there
ham,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.
spam,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832"
ham,"No I'm good for the movie, is it ok if I leave in an hourish?"
ham,I am on the way to ur home
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend
spam,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu"
ham,Every monday..nxt week vl be completing..
ham,I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.
ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply."
ham,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh."
ham,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx
ham,Thanks for sending this mental ability question..
ham,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?
ham,I want to be there so i can kiss you and feel you next to me
spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p på£3.99
spam,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.
ham,G wants to know where the fuck you are
ham,Ya that one is slow as poo
ham,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again
ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records."
ham,"Yeah why not, is the gang all ready"
ham,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar
ham,\Wen u miss someone
spam,Sorry I missed your call let's talk when you have the time. I'm on 07090201529
spam,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468"
ham,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?"
ham,Are you staying in town ?
ham,You are gorgeous! keep those pix cumming :) thank you!
ham,Alright took the morphine. Back in yo.
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
ham,Poor girl can't go one day lmao
ham,Thankyou so much for the call. I appreciate your care.
ham,"Yeah, give me a call if you've got a minute"
spam,A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345
ham,You sure your neighbors didnt pick it up
ham,"Carlos took a while (again), we leave in a minute"
ham,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola"
ham,I am going to sleep. I am tired of travel.
ham,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8"
ham,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin
ham,How's ur paper?
ham,Prabha..i'm soryda..realy..frm heart i'm sory
ham,A bloo bloo bloo I'll miss the first bowl
ham,Ugh my leg hurts. Musta overdid it on mon.
ham,Aight do you still want to get money
ham,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around"
ham,Hey tmr maybe can meet you at yck
ham,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.
ham,I am not sure about night menu. . . I know only about noon menu
ham,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? 
ham,Gd luck 4 ur exams :-)
ham,"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not."
ham,What r u cooking me for dinner?
ham,S'fine. Anytime. All the best with it.
ham,I will be outside office take all from there
ham,Aight ill get on fb in a couple minutes
ham,This pain couldn't have come at a worse time.
ham,Mm feeling sleepy. today itself i shall get that dear
ham,Oh k.i think most of wi and nz players unsold.
spam,URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx
ham,"I've got ten bucks, jay is being noncomittal"
ham,Just got up. have to be out of the room very soon. ‰Û_. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.
spam,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!"
ham,Be happy there. I will come after noon
ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
ham,Sindu got job in birla soft ..
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
ham,Kay... Since we are out already 
ham,"My sister in law, hope you are having a great month. Just saying hey. Abiola"
ham, what number do u live at? Is it 11?
ham,S'fine. Anytime. All the best with it.
ham,Yes see ya not on the dot
ham,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos..."
ham,"I‰Û÷ll leave around four, ok?"
ham,You do your studies alone without anyones help. If you cant no need to study.
ham,Have your lunch and come quickly and open the door:)
ham,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... \ I will be with YOU \"" Wherevr.. Whenevr.. Forevr... Gudnyt dear.."""
ham,"I can't right this second, gotta hit people up first"
ham,"That means you got an A in epi, she.s fine. She.s here now."
ham,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8
ham,I cant pick the phone right now. Pls send a message
ham,Lol boo I was hoping for a laugh
ham,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.
ham,Haf u eaten? Wat time u wan me 2 come?
ham,Still chance there. If you search hard you will get it..let have a try :)
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a å£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm
ham,Ok. I.ll do you right later.
spam,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP."
ham,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*"
ham,WHORE YOU ARE UNBELIEVABLE.
ham,Anything lor... U decide...
ham,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy"
ham,"Height of \Oh shit....!!\"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay"
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
ham,U dun say so early hor... U c already then say...
ham,"Hey, iouri gave me your number, I'm wylie, ryan's friend"
ham,Nice.nice.how is it working?
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
ham,In meeting da. I will call you
ham,"Maybe westshore or hyde park village, the place near my house?"
ham,Can Ì_ call me at 10:10 to make sure dat i've woken up...
ham,S:-)if we have one good partnership going we will take lead:)
ham,Free any day but i finish at 6 on mon n thurs...
ham,Mm that time you dont like fun
ham,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u.."
ham,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?
ham,You said to me before i went back to bed that you can't sleep for anything.
ham,Also track down any lighters you can find
ham,Mathews or tait or edwards or anderson
ham,Dear are you angry i was busy dear
ham,"Sorry, I'll call later"
ham,I'll reach in ard 20 mins ok...
ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?
ham,Thank u!
ham,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.
ham,Pls send me the correct name da.
ham,Horrible gal. Me in sch doing some stuff. How come u got mc?
ham,I'll talk to the others and probably just come early tomorrow then
ham,Wait  &lt;#&gt;  min..
ham,I went to project centre
ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
ham,One of best dialogue in cute reltnship..!! \Wen i Die
ham,Who u talking about?
ham,I'm hungry buy smth home...
ham,Where is it. Is there any opening for mca.
ham,"You aren't coming home between class, right? I need to work out and shower!"
ham,Great! I have to run now so ttyl!
ham,Do you know when the result.
ham,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?
ham,R u saying i should re order the slippers cos i had to pay for returning it.
spam,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?"
ham,Sir send to group mail check it.
ham,Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;
ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?"
ham,Okay... We wait ah
ham,Play w computer? Aiyah i tok 2 u lor?
spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!
ham,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.
ham,"Yeah, don't go to bed, I'll be back before midnight"
ham,Haf u found him? I feel so stupid da v cam was working.
ham,"Same, I'm at my great aunts anniversary party in tarpon springs"
ham,How are you. Its been ages. How's abj
ham,When u wana see it then
ham,A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:)
ham,Hope you are having a great day.
ham,Should I have picked up a receipt or something earlier
ham,Guess who spent all last night phasing in and out of the fourth dimension
ham,If u sending her home first it's ok lor. I'm not ready yet.
ham,Are you wet right now?
ham,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?"
spam,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18"
ham,What Today-sunday..sunday is holiday..so no work..
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 
spam,"You have been specially selected to receive a \3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo"""
ham,Update your face book status frequently :)
ham,";-( oh well, c u later"
ham,Love that holiday Monday feeling even if I have to go to the dentists in an hour
ham,Okie...
ham,Our Prasanth ettans mother passed away last night. Just pray for her and family.
ham,Wow v v impressed. Have funs shopping!
spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
ham,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight
ham,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know."
ham,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)"
ham,"Alright, see you in a bit"
ham,Aiyah ok wat as long as got improve can already wat...
ham,God bless.get good sleep my dear...i will pray!
ham,Is she replying. Has boye changed his phone number
ham,Dont know you bring some food
ham,&lt;#&gt;  w jetton ave if you forgot
ham,ÌÏ still attending da talks?
ham,Oi when you gonna ring
ham,Just seeing your missed call my dear brother. Do have a gr8 day.
ham,Gokila is talking with you aha:)
ham,But really quite funny lor wat... Then u shd haf run shorter distance wat...
ham,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs
spam,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p
ham,Did u got that persons story
spam,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm
ham,Am i that much dirty fellow?
ham,soon you will have the real thing princess! Do i make you wet? :)
ham,G.W.R
ham,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend."
spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
ham,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!"
ham,Then she buying today? ÌÏ no need to c meh...
ham,Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?
ham,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night
ham,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...
ham,Got it..mail panren paru..
spam,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins."
ham,I doubt you could handle 5 times per night in any case...
ham,Were trying to find a Chinese food place around here
ham,"Okey dokey, i‰Û÷ll be over in a bit just sorting some stuff out."
ham,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p
ham,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy"
ham,Got it..mail panren paru..
spam,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!"
spam,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890å£1.50 per msg
ham,"What's up bruv, hope you had a great break. Do have a rewarding semester."
ham,"Sorry da thangam, very very sorry i am held up with prasad."
ham,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later"
ham,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya 
ham,Go where n buy? Juz buy when we get there lar.
spam,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE
ham,No she didnt. I will search online and let you know.
spam,Urgent! Please call 09061213237 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+
ham,Oh god. I'm gonna Google nearby cliffs now.
spam,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270
ham,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!
spam,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?
ham,Are you staying in town ?
ham,Nt joking seriously i told
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL
ham,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see
spam,Todays Voda numbers ending with 7634 are selected to receive a å£350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.
ham,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house
spam,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.
ham,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you
ham,I am going to sao mu today. Will be done only at 12 
ham,* Thought I didn't see you.
ham,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*"
ham,Asking do u knw them or nt? May be ur frnds or classmates?
ham,"I dont knw pa, i just drink milk.."
ham,No calls..messages..missed calls
ham,Jason says it's cool if we pick some up from his place in like an hour
ham,"Good stuff, will do."
ham,Not to worry. I'm sure you'll get it.
ham,Siva is in hostel aha:-.
ham,You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.
ham,Lol its ok I didn't remember til last nite
ham,Tell them no need to investigate about me anywhere.
spam,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply"
ham,Er mw im filled tuth is aight
ham,Here got lots of hair dresser fr china.
ham,As in different styles?
ham,The bus leaves at  &lt;#&gt; 
ham,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u "
ham,Hui xin is in da lib.
ham,Also where's the piece
spam,"Today's Offer! Claim ur å£150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. å£3.00 Sub. 16 . Unsub reply X"
spam,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p
ham,Nope watching tv at home... Not going out. V bored...
ham,I asked sen to come chennai and search for job.
ham,ok. I am a gentleman and will treat you with dignity and respect.
spam,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
ham,With my sis lor... We juz watched italian job.
ham,Thanks for picking up the trash.
ham,"Some friends want me to drive em someplace, probably take a while"
ham,I'll pick you up at about 5.15pm to go to taunton if you still want to come.
ham,I will see in half an hour
ham,"I'm home, my love ... If your still awake ... *loving kiss*"
ham,"* Was really good to see you the other day dudette, been missing you!"
ham,Ok lor... Or u wan me go look 4 u?
spam,For sale - arsenal dartboard. Good condition but no doubles or trebles!
ham,Short But Cute : \ Be a good person 
ham,"Awesome, lemme know whenever you're around"
ham,Me too baby! I promise to treat you well! I bet you will take good care of me...
ham,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt
ham,Goodmorning sleeping ga.
ham,I can't make it tonight
spam,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity 
ham,I'm fine. Hope you are also
ham,Its a site to simulate the test. It just gives you very tough questions to test your readiness.
ham,Hi' Test on  &lt;#&gt; rd ....
ham,In e msg jus now. U said thanks for gift.
ham,So Ì_'ll be submitting da project tmr rite?
ham,Thats cool princess! I will cover your face in hot sticky cum :)
ham,What you did in  leave.
ham,I am in hospital da. . I will return home in evening
ham,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.
ham,"Sorry pa, i dont knw who ru pa?"
ham,I'm in inside office..still filling forms.don know when they leave me.
ham,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm
ham,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? 
ham,You should change your fb to jaykwon thuglyfe falconerf
ham,"Just wondering, the others just took off"
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone
ham,Ok lor. Msg me b4 u call.
ham,"Sure thing big man. i have hockey elections at 6, shouldn‰Û÷t go on longer than an hour though"
ham,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.
ham,Idea will soon get converted to live:)
ham,Thnx dude. u guys out 2nite?
ham,K:)eng rocking in ashes:)
ham,Your brother is a genius
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
ham,Aiyah u did ok already lar. E nydc at wheellock?
ham,So dont use hook up any how
ham,She ran off with a younger man. we will make pretty babies together :)
spam,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 å£3/wk 087016248
ham,"I've got  &lt;#&gt; , any way I could pick up?"
ham,Or just do that 6times
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs 
ham,I tot u reach liao. He said t-shirt.
ham,i see. When we finish we have loads of loans to pay
ham,Captain is in our room:)
ham,Yes. I come to nyc for audiitions and am trying to relocate.
ham,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-)
ham,1's reach home call me.
ham,I got your back! Do you have any dislikes in bed?
ham,"Sorry, I can't help you on this."
ham,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?"
ham,"What part of \don't initiate\"" don't you understand"""
ham,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo
ham,"Garbage bags, eggs, jam, bread, hannaford wheat chex"
ham,say thanks2. 
ham,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..
ham,Yeah do! Don‰Û÷t stand to close tho- you‰Û÷ll catch something!
ham,Sorry me going home first... Daddy come fetch Ì_ later...
ham,I'm vivek:)i got call from your number.
ham,"Are you being good, baby? :)"
ham,I'm in school now n i'll be in da lab doing some stuff give me a call when Ì_ r done.
spam,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA
ham,"Yeah that's what I thought, lemme know if anything's goin on later"
ham,DO NOT B LATE LOVE MUM
ham,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!"
ham,", ow u dey.i paid 60,400thousad.i told  u would call . "
ham,have got * few things to do. may be in * pub later.
ham,Oh my God. I'm almost home
ham,K. Did you call me just now ah? 
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
ham,In which place do you want da.
ham,I guess it is useless calling u 4 something important.
ham,Nope. Meanwhile she talk say make i greet you.
ham,ARE YOU IN TOWN? THIS IS V. IMPORTANT
spam,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate."
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
ham,ITS A LAPTOP TAKE IT WITH YOU.
spam,"Think ur smart ? Win å£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week"
ham,I will be gentle princess! We will make sweet gentle love...
ham,I've told him that i've returned it. That should i re order it.
ham,"\Response\"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So"
ham,Ok u can take me shopping when u get paid =D
ham,"It‰Û÷s reassuring, in this crazy world."
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
ham,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade"
ham,Much better now thanks lol
ham,Yeah that's the impression I got
ham,I'm e person who's doing e sms survey...
ham,\HEY KATE
ham,He is a womdarfull actor
ham,We're done...
ham,Your bill at 3 is å£33.65 so thats not bad!
ham,Yes. Last  practice
ham,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later"
ham,"Thanks, I'll keep that in mind"
ham,Ok.ok ok..then..whats ur todays plan
ham,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.
ham,So can collect ur laptop?
ham,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876"
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
ham,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.
ham,She's fine. Good to hear from you. How are you my dear? Happy new year oh.
ham,&lt;#&gt;  am I think? Should say on syllabus
ham,I need... Coz i never go before 
ham,Gokila is talking with you aha:)
ham,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same."
ham,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management"
ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.
ham,Great! How is the office today?
spam,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.
ham,Its not that time of the month nor mid of the time?
ham,No. I.ll meet you in the library
ham,Any pain on urination any thing else?
spam,"Romantic Paris. 2 nights, 2 flights from å£79 Book now 4 next year. Call 08704439680Ts&Cs apply."
